movieId,title,release_year,genres,synopsis,director,main_actors,country
364,36 Fillette,1988,"Drama, Romance","Lili, a pouty and voluptuous 14-year-old, is caravan camping with her family in Biarritz. Shes self-aware and holds her own in a cafe conversation with a concert pianist she meets, but she has a wild streak and shes testing her powers over men, finding that she doesnt always control her moods or actions, and shes impatient with being a virgin. She sets off with her brother to a disco, latching onto an aging playboy who is himself hot and cold to her. She is ambivalent about losing her virginity that night, willing the next, and determined by the third.",Catherine Breillat,"Delphine Zentout,Olivier Parniere,Jean-Pierre Leaud",France
365,Klute,1971,"Thriller, Mystery, Crime",A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,Alan J. Pakula,"Donald Sutherland,Jane Fonda,Charles Cioffi",United States of America
366,The Hole,2001,"Crime, Drama, Horror, Thriller",Four teenagers at a British private school secretly uncover and explore the depths of a sealed underground hole created decades ago as a possible bomb shelter.,Nick Hamm,"Thora Birch,Desmond Harrington,Keira Knightley",France
367,My Own Private Idaho,1991,Drama,"In this loose adaptation of Shakespeares Henry IV, Mike Waters is a hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mikes estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",Gus Van Sant,"River Phoenix,Keanu Reeves,James Russo",United States of America
368,Stranger Than Paradise,1984,"Comedy, Drama","A Hungarian immigrant, his friend, and his cousin go on an unpredictable adventure across America.",Jim Jarmusch,"John Lurie,Eszter Balint,Richard Edson",United States of America
369,21 Grams,2003,"Drama, Crime, Thriller","Paul Rivers, an ailing mathematician lovelessly married to an English emigre Christina Peck, an upper-middle-class suburban housewife and mother of two girls and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",Alejandro Gonzalez Inarritu,"Sean Penn,Naomi Watts,Danny Huston",United States of America
370,Bandyta,1997,Drama,"Shipped off to a Romanian orphanage to finish his sentence, a British criminal finds romance but also discovers corruption inside the facility.",Maciej Dejczer,"Til Schweiger,Polly Walker,Ida Jabonska",France
371,Pi,1998,"Mystery, Drama, Thriller","A mathematical genius discovers a link between numbers and reality, and thus believes he can predict the future.",Darren Aronofsky,"Sean Gullette,Mark Margolis,Ben Shenkman",United States of America
372,Bonnie and Clyde,1967,"Crime, Drama","In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Arthur Penn,"Warren Beatty,Faye Dunaway,Michael J. Pollard",United States of America
373,Drugstore Cowboy,1989,"Drama, Crime","Portland, Oregon, 1971. Bob Hughes is the charismatic leader of a peculiar quartet, formed by his wife, Dianne, and another couple, Rick and Nadine, who skillfully steal from drugstores and hospital medicine cabinets in order to appease their insatiable need for drugs. But neither fun nor luck last forever.",Gus Van Sant,"Matt Dillon,Kelly Lynch,James Remar",United States of America
374,Shaft,2000,"Action, Adventure, Crime, Thriller","New York police detective John Shaft arrests Walter Wade Jr. for a racially motivated slaying. But the only eyewitness disappears, and Wade jumps bail for Switzerland. Two years later Wade returns to face trial, confident his money and influence will get him acquitted -- especially since hes paid a drug kingpin to kill the witness.",John Singleton,"Samuel L. Jackson,Vanessa Williams,Jeffrey Wright",Germany
375,Monsoon Wedding,2001,"Comedy, Drama, Romance","As the romantic monsoon rains loom, the extended Verma family reunites from around the globe for a last-minute arranged marriage in New Delhi. This film traces five intersecting stories, each navigating different aspects of love as they cross boundaries of class, continent and morality.",Mira Nair,"Naseeruddin Shah,Lillete Dubey,Shefali Shah",France
376,7 Virgins,2005,Drama,Tano is 16-years-old and is already sitting in jail. In 48 hours hes a free man and off to the wedding of his brother. In the two days he recounts his neighborhood in a section of Sevilla.,Alberto Rodriguez,"Juan Jose Ballesta,Jesus Carroza,Antonio Dechent",Spain
377,Shaft,1971,"Action, Crime, Thriller",Cool Black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.,Gordon Parks,"Richard Roundtree,Moses Gunn,Charles Cioffi",United States of America
378,Wild at Heart,1990,"Crime, Thriller, Romance","Young lovers Sailor and Lula hit the road to start a new life together away from the wrath of Lulas deranged, disapproving mother, who has hired a team of hitmen to cut the lovers surreal honeymoon short.",David Lynch,"Nicolas Cage,Laura Dern,Willem Dafoe",United States of America
379,The African Queen,1952,"Romance, Adventure, Drama","At the start of the First World War, in the middle of Africas nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.",John Huston,"Humphrey Bogart,Katharine Hepburn,Robert Morley",United Kingdom
380,Good Will Hunting,1997,Drama,"Headstrong yet aimless, Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he secretly solves highly difficult graduate-level math problems, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he gets court-ordered therapy. Eventually, therapist Dr. Sean Maguire helps Will confront the demons that are holding him back.",Gus Van Sant,"Matt Damon,Robin Williams,Ben Affleck",United States of America
381,The Seventh Seal,1957,"Fantasy, Drama","When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",Ingmar Bergman,"Gunnar Bjornstrand,Bengt Ekerot,Nils Poppe",Sweden
382,Being John Malkovich,1999,"Comedy, Drama, Fantasy","One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",Spike Jonze,"John Cusack,John Malkovich,Cameron Diaz",United States of America
383,Shafts Big Score,1972,"Action, Adventure, Crime, Mystery, Drama, Thriller",John Shaft is back as the lady-loved black detective cop on the search for the murderer of a client.,Gordon Parks,"Richard Roundtree,Moses Gunn,Drew Bundini Brown",United States of America
384,Shaft in Africa,1973,"Action, Crime, Adventure, Drama, Thriller","Detective John Shaft travels incognito to Ethiopia, then France, to bust a human trafficking ring.",John Guillermin,"Richard Roundtree,Frank Finlay,Vonetta McGee",United States of America
385,Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,Comedy,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",Larry Charles,"Sacha Baron Cohen,Ken Davitian,Luenell",United Kingdom
386,The Green Mile,1999,"Fantasy, Drama, Crime","A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal peoples ailments. When the cell blocks head guard, Paul Edgecomb, recognizes Coffeys miraculous gift, he tries desperately to help stave off the condemned mans execution.",Frank Darabont,"Tom Hanks,David Morse,Bonnie Hunt",United States of America
387,Cleo from 5 to 7,1962,Drama,"Agnes Varda eloquently captures Paris in the sixties with this real-time portrait of a singer set adrift in the city as she awaits test results of a biopsy. A chronicle of the minutes of one womans life, Cleo from 5 to 7 is a spirited mix of vivid verite and melodrama, featuring a score by Michel Legrand and cameos by Jean-Luc Godard and Anna Karina.",Agnes Varda,"Corinne Marchand,Antoine Bourseiller,Dominique Davray",France
388,Reservoir Dogs,1992,"Crime, Thriller","A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",Quentin Tarantino,"Harvey Keitel,Tim Roth,Michael Madsen",United States of America
389,Grizzly Man,2005,Documentary,Werner Herzogs documentary film about the Grizzly Man Timothy Treadwell and what the thirteen summers in a National Park in Alaska were like in one mans attempt to protect the grizzly bears. The film is full of unique images and a look into the spirit of a man who sacrificed himself for nature.,Werner Herzog,"Timothy Treadwell,Warren Queeney,Willy Fulton",United States of America
